,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
26499,Northwest Africa 103,17101,Valid,L6,1188.0,Found,2000.0,,,
26500,Northwest Africa 104,17102,Valid,L6,4162.0,Found,2000.0,,,
26503,Northwest Africa 1046,17105,Valid,H5,809.0,Found,2000.0,,,
26504,Northwest Africa 1047,17106,Valid,L6,593.0,Found,2000.0,,,
26506,Northwest Africa 1049,17108,Valid,L6,626.0,Found,2000.0,,,
26507,Northwest Africa 105,17109,Valid,H6,1382.0,Found,2000.0,,,
26518,Northwest Africa 106,17113,Valid,L4,4254.0,Found,2000.0,,,
26527,Northwest Africa 1068,17116,Valid,Martian (shergottite),576.77,Found,2001.0,,,
26528,Northwest Africa 107,17117,Valid,H3.7,1630.0,Found,2000.0,,,
26529,Northwest Africa 108,17118,Valid,L6,1612.0,Found,2000.0,,,
26531,Northwest Africa 109,17120,Valid,L6,1166.0,Found,2000.0,,,
26532,Northwest Africa 110,17121,Valid,L6,820.0,Found,2000.0,,,
26533,Northwest Africa 1109,17122,Valid,Eucrite-pmict,6000.0,Found,2001.0,,,
26534,Northwest Africa 111,17123,Valid,H6,3918.0,Found,2000.0,,,
26550,Northwest Africa 1172,17130,Valid,H5,120000.0,Found,2000.0,,,
26552,Northwest Africa 1174,17132,Valid,H5,884.0,Found,1998.0,,,
26553,Northwest Africa 1175,17133,Valid,L5,590.0,Found,2002.0,,,
26557,Northwest Africa 1180,17137,Valid,CR2,1705.0,Found,2000.0,,,
26558,Northwest Africa 1181,17138,Valid,Howardite,3279.0,Found,2001.0,,,
26559,Northwest Africa 1182,17139,Valid,Howardite,780.0,Found,2000.0,,,
26572,Northwest Africa 1200,17152,Valid,H5,1077.0,Found,2000.0,,,
26574,Northwest Africa 1202,17154,Valid,L6,1638.0,Found,1999.0,,,
26575,Northwest Africa 1203,17155,Valid,H5,716.0,Found,1999.0,,,
26577,Northwest Africa 1205,17157,Valid,H4,749.0,Found,1999.0,,,
26578,Northwest Africa 1206,17158,Valid,H5,999.0,Found,1999.0,,,
26579,Northwest Africa 1207,17159,Valid,H3,905.0,Found,1999.0,,,
26584,Northwest Africa 1212,17164,Valid,H3,803.0,Found,1999.0,,,
26594,Northwest Africa 1222,17174,Valid,EL5,2800.0,Found,1999.0,,,
26595,Northwest Africa 1223,17175,Valid,L6,2328.0,Found,1999.0,,,
26599,Northwest Africa 1227,17179,Valid,LL3,1050.0,Found,1999.0,,,
26600,Northwest Africa 1228,17180,Valid,H5,609.0,Found,1999.0,,,
26604,Northwest Africa 1232,32147,Valid,CO3,1900.0,Found,2001.0,,,
26613,Northwest Africa 124,17191,Valid,H5,2909.0,Found,2000.0,,,
26616,Northwest Africa 1242,17194,Valid,Mesosiderite-A2,7000.0,Found,1985.0,,,
26628,Northwest Africa 1255,17206,Valid,L6,794.0,Found,2002.0,,,
26633,Northwest Africa 1260,17211,Valid,L3.8-6,2518.0,Found,2002.0,,,
26647,Northwest Africa 1275,17225,Valid,L6,597.1,Found,2002.0,,,
26649,Northwest Africa 1277,32150,Valid,CO3.6,1200.0,Found,2001.0,0.0,0.0,"(0.000000, 0.000000)"
26652,Northwest Africa 1296,17228,Valid,Angrite,810.0,Found,2001.0,,,
26659,Northwest Africa 138,17232,Valid,H5,848.0,Found,2000.0,,,
26662,Northwest Africa 2023,32832,Valid,L4/5,14400.0,Found,2002.0,0.0,0.0,"(0.000000, 0.000000)"
26663,Northwest Africa 1391,30772,Valid,L6,1091.0,Found,2000.0,,,
26665,Northwest Africa 1395,30774,Valid,H3.8,734.0,Found,2000.0,,,
26666,Northwest Africa 1397,30775,Valid,L/LL6,40000.0,Found,2000.0,,,
26667,Northwest Africa 1406,30776,Valid,LL3,682.0,Found,2001.0,,,
26670,Northwest Africa 1430,17235,Valid,"Iron, IIIAB",113000.0,Found,2001.0,,,
26677,Northwest Africa 1463,17239,Valid,Winonaite,1001.0,Found,2000.0,,,
26678,Northwest Africa 1464,17240,Valid,Ureilite,1800.0,Found,2001.0,,,
26679,Northwest Africa 1465,17241,Valid,CV3-an,3000.0,Found,2001.0,,,
26684,Northwest Africa 1470,17246,Valid,L4,659.0,Found,2002.0,,,
26687,Northwest Africa 1473,17249,Valid,L6,928.0,Found,2001.0,,,
26700,Northwest Africa 1485,17262,Valid,L5-6,30000.0,Found,2002.0,,,
26701,Northwest Africa 1486,17263,Valid,H4,6000.0,Found,2002.0,,,
26702,Northwest Africa 1487,17264,Valid,L6,1142.0,Found,2002.0,,,
26710,Northwest Africa 1495,17272,Valid,L4-5,6560.0,Found,2001.0,,,
26712,Northwest Africa 1497,17274,Valid,L5,1890.0,Found,2001.0,,,
26714,Northwest Africa 1499,17276,Valid,L5,1002.0,Found,2001.0,,,
26715,Northwest Africa 1500,17277,Valid,Achondrite-ung,3300.0,Found,2000.0,,,
26716,Northwest Africa 1501,17278,Valid,H5,542.0,Found,2001.0,,,
26717,Northwest Africa 1502,17279,Valid,L4-5,1150.0,Found,2001.0,,,
26719,Northwest Africa 1504,17281,Valid,L5,748.0,Found,2001.0,,,
26721,Northwest Africa 1506,32321,Valid,L5,548.0,Found,2001.0,,,
26722,Northwest Africa 1507,17283,Valid,L5,668.0,Found,2001.0,,,
26723,Northwest Africa 1508,17284,Valid,L5-6,502.0,Found,2001.0,,,
26726,Northwest Africa 1510,17286,Valid,L5,562.0,Found,2001.0,,,
26729,Northwest Africa 1513,17289,Valid,H4,596.0,Found,2001.0,,,
26730,Northwest Africa 1514,17290,Valid,L5,540.0,Found,2001.0,,,
26732,Northwest Africa 1516,17292,Valid,L5,530.0,Found,2001.0,,,
26741,Northwest Africa 1525,17296,Valid,L5,4889.0,Found,2001.0,,,
26753,Northwest Africa 1537,17299,Valid,L5,528.0,Found,2000.0,,,
26767,Northwest Africa 1550,17311,Valid,LL5,8000.0,Found,2002.0,,,
26768,Northwest Africa 1551,17312,Valid,LL5,809.2,Found,2002.0,,,
26775,Northwest Africa 1560,17319,Valid,CK4/5,822.0,Found,1999.0,,,
26778,Northwest Africa 1563,17322,Valid,CK5,2950.0,Found,2000.0,,,
26784,Northwest Africa 1569,17328,Valid,Ureilite,614.0,Found,2001.0,,,
26786,Northwest Africa 1571,17330,Valid,L5,832.0,Found,2001.0,,,
26791,Northwest Africa 1576,17335,Valid,L6,550.0,Found,2002.0,,,
26793,Northwest Africa 1578,17337,Valid,L6,1549.0,Found,2001.0,31.6,-4.38333,"(31.600000, -4.383330)"
26794,Northwest Africa 1579,17338,Valid,L5,5200.0,Found,2001.0,31.5,-4.85,"(31.500000, -4.850000)"
26795,Northwest Africa 1580,17339,Valid,L6,5700.0,Found,2001.0,31.33333,-4.0,"(31.333330, -4.000000)"
26796,Northwest Africa 1581,17340,Valid,L6,50200.0,Found,2001.0,31.38333,-4.25,"(31.383330, -4.250000)"
26797,Northwest Africa 1582,17341,Valid,L6,3451.0,Found,2002.0,,,
26799,Northwest Africa 1584,17343,Valid,LL5,3250.0,Found,2002.0,,,
26805,Northwest Africa 159,17349,Valid,L4,4500.0,Found,1999.0,30.33333,-5.83333,"(30.333330, -5.833330)"
26808,Northwest Africa 1592,17352,Valid,L4,1127.0,Found,2001.0,,,
26828,Northwest Africa 1611,32341,Valid,"Iron, IAB-MG",6000.0,Found,,0.0,0.0,"(0.000000, 0.000000)"
26831,Northwest Africa 162,17374,Valid,H4,818.0,Found,2000.0,29.91667,-5.58333,"(29.916670, -5.583330)"
26839,Northwest Africa 1648,17381,Valid,Diogenite-pm,803.0,Found,2002.0,,,
26850,Northwest Africa 1658,17392,Valid,L3-6,1345.5,Found,2002.0,,,
26858,Northwest Africa 1664,17399,Valid,Howardite,6310.0,Found,2002.0,29.53333,-3.18333,"(29.533330, -3.183330)"
26859,Northwest Africa 1665,30779,Valid,CK3-an,1185.0,Found,2002.0,,,
26861,Northwest Africa 1667,17401,Valid,Diogenite,1005.0,Found,2002.0,,,
26862,Northwest Africa 1668,17402,Valid,R5,710.0,Found,2002.0,,,
26868,Northwest Africa 1685,32385,Valid,LL4,11560.0,Found,2002.0,0.0,0.0,"(0.000000, 0.000000)"
26870,Northwest Africa 1692,17409,Valid,H5,857.0,Found,2002.0,,,
26873,Northwest Africa 1695,17412,Valid,Howardite,614.0,Found,2001.0,,,
26875,Northwest Africa 1697,30781,Valid,L5,3000.0,Found,2002.0,,,
26876,Northwest Africa 1698,17413,Valid,L5,698.0,Found,2002.0,,,
26886,Northwest Africa 1707,17423,Valid,L4,522.0,Found,2002.0,,,
26893,Northwest Africa 1713,17428,Valid,L6,1073.0,Found,2002.0,,,
26894,Northwest Africa 1714,17429,Valid,H4/5,697.0,Found,2002.0,,,
26897,Northwest Africa 1717,17432,Valid,LL5-6,6032.0,Found,2002.0,21.0,-13.0,"(21.000000, -13.000000)"
26898,Northwest Africa 1718,17433,Valid,L6,858.0,Found,2002.0,,,
26907,Northwest Africa 176,17442,Valid,"Iron, ungrouped",2000.0,Found,1999.0,,,
26909,Northwest Africa 1761,17444,Valid,H6,4560.0,Found,2001.0,,,
26915,Northwest Africa 1766,17449,Valid,L6,3694.0,Found,2001.0,,,
26918,Northwest Africa 1769,17452,Valid,Howardite,589.0,Found,2001.0,,,
26922,Northwest Africa 1774,17456,Valid,R3.8-6,714.0,Found,2002.0,,,
26925,Northwest Africa 1777,17459,Valid,Eucrite-pmict,1055.0,Found,2002.0,,,
26926,Northwest Africa 1778,17460,Valid,L6,95000.0,Found,2002.0,,,
26927,Northwest Africa 1779,17461,Valid,L5,857.0,Found,2002.0,,,
26936,Northwest Africa 1787,17470,Valid,L3.8-5,655.7,Found,2002.0,,,
26940,Northwest Africa 1791,17474,Valid,L6,900.0,Found,2000.0,,,
26942,Northwest Africa 1793,17476,Valid,L3,585.0,Found,2002.0,,,
26944,Northwest Africa 1795,17478,Valid,H5,33000.0,Found,2002.0,,,
26945,Northwest Africa 1796,17479,Valid,H5,22000.0,Found,2002.0,,,
26946,Northwest Africa 1797,17480,Valid,H5,18000.0,Found,2002.0,,,
26947,Northwest Africa 1798,17481,Valid,H6,14000.0,Found,2002.0,,,
26951,Northwest Africa 1802,17485,Valid,H6,518.0,Found,2002.0,,,
26953,Northwest Africa 1804,17487,Valid,H5/6,1400.0,Found,2002.0,,,
26957,Northwest Africa 1808,32433,Valid,H5-melt breccia,684.0,Found,2002.0,,,
26964,Northwest Africa 1817,17495,Valid,Mesosiderite-B,728.0,Found,2003.0,,,
26967,Northwest Africa 1820,17498,Valid,LL5,8364.0,Found,2003.0,,,
26969,Northwest Africa 1822,17500,Valid,H5,3053.0,Found,2003.0,,,
26970,Northwest Africa 1823,17501,Valid,LL6,2027.0,Found,2003.0,,,
26974,Northwest Africa 1827,17505,Valid,Mesosiderite-C,877.0,Found,2003.0,,,
26978,Northwest Africa 1836,30785,Valid,Eucrite,1102.0,Found,2002.0,,,
26986,Northwest Africa 1851,17508,Valid,L6,736.0,Found,2002.0,,,
26993,Northwest Africa 1858,17509,Valid,H3,647.84,Found,2003.0,,,
26996,Northwest Africa 1879,17512,Valid,Mesosiderite-C,1624.0,Found,2003.0,,,
26999,Northwest Africa 1882,17515,Valid,Mesosiderite-C,4438.0,Found,2002.0,,,
